Complexname,Binders SMILES
2XA0_A_2_B,CN(C)C(=O)Cc1ccccc1Oc1cc(ccc1C(=O)NS(=O)(=O)c1ccc(NCC2CCOCC2)c(c1)[N+]([O-])=O)N1CCN(Cc2ccccc2-c2ccc(Cl)cc2)CC1
2XA0_A_2_B,CN(C)CC[C@H](CSc1ccccc1)Nc1ccc(cc1[N+]([O-])=O)S(=O)(=O)Nc1ccc(cc1)N1CCN(CC1)c1cccc(c1)-c1c(oc(C)c1C(O)=O)-c1ccc(Cl)cc1
3D9T_A_2_B,CN[C@@H](C)C(=O)N[C@H]1CCCC[C@H]2CC[C@H](N2C1=O)C(=O)N[C@H](c1cn(CCCCNC(=O)NCCCCn2cc(nn2)[C@@H](NC(=O)[C@@H]2CC[C@@H]3CCCC[C@H](NC(=O)[C@H](C)NC)C(=O)N23)c2ccccc2)nn1)c1ccccc1
2XA0_A_2_B,CN(C)CC[C@H](CSc1ccccc1)Nc1ccc(cc1[N+]([O-])=O)S(=O)(=O)Nc1ccc(cc1)N1CCN(CC1)c1cccc(c1)-c1c(nn(C)c1C(O)=O)-c1ccc(Cl)cc1
3DAB_A_2_B,CC[C@@H](CN(C)S(=O)(=O)C1CC1)N1[C@@H]([C@H](C[C@](C)(CC(O)=O)C1=O)c1cncc(Cl)c1)c1ccc(Cl)cc1
3DAB_A_2_B,CC[C@@H](CS(=O)(=O)CC)N1[C@@H]([C@H](C[C@](C)(CC(O)=O)C1=O)c1cccc(Cl)c1)c1ccc(Cl)cn1
2XA0_A_2_B,CC(C)N(CCOc1ccc(c(CN2CCN(CC2)c2ccc(C(=O)NS(=O)(=O)c3ccc(NCC4CCOCC4)c(c3)[N+]([O-])=O)c(Oc3ccccc3)c2)c1)-c1ccc(Cl)cc1)C(C)C
2XA0_A_2_B,[O-][N+](=O)c1cc(ccc1NCC1CCOCC1)S(=O)(=O)NC(=O)c1ccc(cc1Oc1ccc2NCCc2c1)N1CCN(Cc2ccccc2-c2ccc(Cl)cc2)CC1
2XA0_A_2_B,CN(C)CC[C@H](CSc1ccccc1)Nc1ccc(cc1[N+]([O-])=O)S(=O)(=O)Nc1ccc(cc1)N1CCN(CC1)c1cccc(c1)-c1c(nn(C)c1-c1ccc(Cl)cc1)C(O)=O
3DAB_A_2_B,CC[C@H]1[C@H](C)O[C@]23OC(=O)C[C@@]2(C)C[C@@H]([C@H](N13)c1ccc(Cl)cc1)c1cccc(Cl)c1
2E3K_A_2_C,Cc1noc(C)c1-c1cc(-c2c(C)ccc3ncccc23)c2[nH]c(nc2c1)C1CC1
2E3K_A_2_C,Cc1noc(C)c1-c1cc(-c2c(C)ccc3ncccc23)c2[nH]c(nc2c1)C1CC1
2XA0_A_2_B,[O-][N+](=O)c1cc(ccc1NCCCN1CCOCC1)S(=O)(=O)NC(=O)c1ccc(cc1Oc1ccccc1)N1CCN(Cc2ccccc2-c2ccc(Cl)cc2)CC1
3DAB_A_2_B,CC[C@](O)(C1CCN(CCC(=O)OC)CC1)c1cc2C(=O)N(Cc3ccc(Cl)cc3)[C@](OC)(c2c(F)c1)c1ccc(Cl)cc1
3D9T_A_2_B,CN[C@@H](C)C(=O)N[C@H](C(=O)N1CC[C@@H]2[C@H]1C(=O)N[C@@H](Cc1ccc3ccccc3c1)C(=O)N[C@@H](Cc1ccc(OCc3cn(nn3)[C@@H]3CCN([C@@H]3C(=O)N[C@@H](Cc3ccc4ccccc4c3)C(=O)N[C@@H](Cc3ccc(OCc4cn2nn4)cc3)c2nc(=O)o[nH]2)C(=O)[C@@H](NC(=O)[C@H](C)NC)C(C)(C)C)cc1)C(O)=O)C(C)(C)C
2XA0_A_2_B,[O-][N+](=O)c1cc(ccc1NCc1cccs1)S(=O)(=O)NC(=O)c1ccc(cc1Oc1ccccc1)N1CCN(Cc2ccccc2-c2ccc(Cl)cc2)CC1
2E3K_A_2_Q,COc1cc2c(cc1-c1c(C)noc1C)[nH]c1nc(C)nc(-c3cc([nH]c3C(C)C)C(=O)NC3CCN(C)CC3)c21
3D9T_A_2_B,CN[C@@H](C)C(=O)N[C@H](C(=O)N1CC[C@@H]2[C@H]1C(=O)N[C@@H](Cc1ccc3ccccc3c1)C(=O)N[C@H](Cc1ccc(OCc3cn(nn3)[C@@H]3CCN([C@@H]3C(=O)N[C@@H](Cc3ccc4ccccc4c3)C(=O)N[C@@H](Cc3ccc(OCc4cn2nn4)cc3)c2nc(=O)o[nH]2)C(=O)[C@@H](NC(=O)[C@H](C)NC)C(C)(C)C)cc1)C(O)=O)C(C)(C)C
2XA0_A_2_B,CN(C)C(=O)CCc1ccccc1Oc1cc(ccc1C(=O)NS(=O)(=O)c1ccc(NCC2CCOCC2)c(c1)[N+]([O-])=O)N1CCN(Cc2ccccc2-c2ccc(Cl)cc2)CC1
3D9T_A_2_B,CN[C@@H](C)C(=O)N[C@H](C(=O)N1CC[C@@H]2[C@H]1C(=O)N[C@@H](Cc1ccc3ccccc3c1)C(=O)N[C@@H](Cc1ccc(OCc3cn(nn3)[C@@H]3CCN([C@@H]3C(=O)N[C@@H](Cc3ccc4ccccc4c3)C(=O)N[C@@H](Cc3ccc(OCc4cn2nn4)cc3)c2nc(=S)o[nH]2)C(=O)[C@@H](NC(=O)[C@H](C)NC)C(C)(C)C)cc1)C(O)=O)C(C)(C)C
3D9T_A_2_B,CN[C@@H](C)C(=O)N[C@H](C(=O)N1CC[C@@H]2[C@H]1C(=O)N[C@@H](Cc1ccc3ccccc3c1)C(=O)N[C@H](Cc1ccc(OCc3cn(nn3)[C@@H]3CCN([C@@H]3C(=O)N[C@@H](Cc3ccc4ccccc4c3)C(=O)N[C@@H](Cc3ccc(OCc4cn2nn4)cc3)c2nc(=S)o[nH]2)C(=O)[C@@H](NC(=O)[C@H](C)NC)C(C)(C)C)cc1)C(O)=O)C(C)(C)C
2E3K_A_2_Q,COc1cc2c(cc1-c1c(C)noc1C)[nH]c1nc(C)nc(-c3cc([nH]c3C(C)C)C(=O)NC3CCN(C)CC3)c21
3D9T_A_2_B,CN[C@@H](C)C(=O)N[C@H](C(=O)N1CC[C@@H]2[C@H]1[C@@H](Cc1ccc3ccccc3c1)C(=O)N[C@@H](Cc1ccc(OCc3cn(nn3)[C@@H]3CCN([C@@H]3C(=O)C[C@@H](Cc3ccc4ccccc4c3)C(=O)N[C@@H](Cc3ccc(OCc4cn2nn4)cc3)C(=O)OC)C(=O)[C@@H](NC(=O)[C@H](C)NC)C(C)(C)C)cc1)C(O)=O)C(C)(C)C
3DAB_A_2_B,CN1CCC(CC1)C(C)(O)c1cc2C(=O)N(Cc3ccc(Cl)cc3S(C)(=O)=O)C(O)(c2c(F)c1)c1ccc(Cl)cc1
3D9T_A_2_B,CN[C@@H](C)C(=O)N[C@H](C(=O)N1CC[C@@H]2[C@H]1[C@@H](Cc1ccc3ccccc3c1)C(=O)N[C@@H](Cc1ccc(OCc3cn(nn3)[C@@H]3CCN([C@@H]3C(=O)C[C@@H](Cc3ccc4ccccc4c3)C(=O)N[C@@H](Cc3ccc(OCc4cn2nn4)cc3)C(=O)OC)C(=O)[C@@H](NC(=O)[C@H](C)NC)C(C)(C)C)cc1)C(O)=O)C(C)(C)C
3D9T_A_2_B,CN[C@@H](C)C(=O)N[C@@H](C1CCCCC1)C(=O)N1C[C@@H]2C[C@H]1C(=O)N[C@@H](Cc1ccc3ccccc3c1)C(=O)N[C@@H](Cc1ccc(OCc3cn(nn3)[C@H]3C[C@H](N(C3)C(=O)[C@@H](NC(=O)[C@H](C)NC)C3CCCCC3)C(=O)N[C@@H](Cc3ccc4ccccc4c3)C(=O)N[C@@H](Cc3ccc(OCc4cn2nn4)cc3)C(O)=O)cc1)C(O)=O
3DAB_A_2_B,CC[C@](O)(C1CCN(CC(O)=O)CC1)c1cc2C(=O)N(Cc3ccc(Cl)cc3)[C@](OC)(c2c(F)c1)c1ccc(Cl)cc1
3D9T_A_2_B,CN[C@@H](C)C(=O)N[C@H](C(=O)N1CC[C@@H]2[C@H]1C(=O)N[C@@H](Cc1ccc3ccccc3c1)C(=O)N[C@@H](Cc1ccc(OCc3cn(nn3)[C@@H]3CCN([C@@H]3C(=O)N[C@@H](Cc3ccc4ccccc4c3)C(=O)N[C@@H](Cc3ccc(OCc4cn2nn4)cc3)c2nc(=O)o[nH]2)C(=O)[C@@H](NC(=O)[C@H](C)NC)C(C)(C)C)cc1)C(O)=O)C(C)(C)C
1YCR_A_2_B,C[C@@H](Nc1nc(nc2nc(N3CCCC4CCCCC34)n(C[C@H]3CC[C@H](C)CC3)c12)C(O)=O)C1CCC1
2E3K_A_2_Q,Cc1noc(C)c1-c1cc(-c2c(C)ccc3ncccc23)c2[nH]c(nc2c1)C1CC1
2XA0_A_2_B,[O-][N+](=O)c1cc(ccc1NCCCN1CCOCC1)S(=O)(=O)NC(=O)c1ccc(cc1Oc1ccc(Cl)cc1)N1CCN(Cc2ccccc2-c2ccc(Cl)cc2)CC1
3WN7_A_2_M,CCn1nnc2c(C)c(ccc12)[C@@H]([C@H](C)C(O)=O)c1ccc2CCN(Cc2c1)C(=O)c1c(C)c(C)cc(C)c1C
3WN7_A_2_M,CCn1nnc2c(C)c(ccc12)[C@@H]([C@@H](C)C(O)=O)c1ccc2CCN(Cc2c1)C(=O)c1c(C)c(C)cc(C)c1C
3WN7_A_2_M,CC[C@@H]([C@@H](c1ccc2CCN(Cc2c1)C(=O)c1c(C)c(C)cc(C)c1C)c1ccc2n(CC)nnc2c1C)C(O)=O
2XA0_A_2_B,CNC(=O)c1cccc(Oc2cc(ccc2C(=O)NS(=O)(=O)c2ccc(NCCCN(C)C)c(c2)[N+]([O-])=O)N2CCN(Cc3ccccc3-c3ccc(Cl)cc3)CC2)c1
3WN7_A_2_B,CC[C@@H]([C@@H](c1ccc2CCN(Cc2c1)C(=O)c1c(C)c(C)cc(C)c1C)c1ccc2n(CC)nnc2c1C)C(O)=O
2XA0_A_2_B,CN(C)CCCNc1ccc(cc1[N+]([O-])=O)S(=O)(=O)NC(=O)c1ccc(cc1Oc1ccc2cc[nH]c2c1)N1CCN(Cc2ccccc2-c2ccc(Cl)cc2)CC1
3UVW_A_2_B,CN(C)S(=O)(=O)c1cnc(NCC2CC2)c(c1)-c1cn(C)c(=O)c2[nH]ccc12
1YCR_A_2_B,C[C@@H](Nc1nc(nc2nc(-c3cccc(C)c3)n(C[C@H]3CC[C@H](C)CC3)c12)C(O)=O)C1CCC1
2XA0_A_2_B,[O-][N+](=O)c1cc(ccc1NCC1CCOCC1)S(=O)(=O)NC(=O)c1ccc(cc1Oc1cccnc1)N1CCN(Cc2ccccc2-c2ccc(Cl)cc2)CC1
2XA0_A_2_B,CN1CCC(CNc2ccc(cc2[N+]([O-])=O)S(=O)(=O)NC(=O)c2ccc(cc2Oc2ccccc2)N2CCN(Cc3ccccc3-c3ccc(Cl)cc3)CC2)CC1
2XA0_A_2_B,CN1CCC(CC1)Nc1ccc(cc1[N+]([O-])=O)S(=O)(=O)NC(=O)c1ccc(cc1Oc1ccccc1)N1CCN(Cc2ccccc2-c2ccc(Cl)cc2)CC1
3DAB_A_2_B,CN(C[C@H](C1CC1)N1[C@@H]([C@H](C[C@](C)(CC(O)=O)C1=O)c1cccc(Cl)c1)c1ccc(Cl)cc1)S(=O)(=O)c1ccc(Cl)s1
3DAB_A_2_B,C[C@]1(CC(O)=O)C[C@@H]([C@H](N([C@H](CN(C(F)F)S(=O)(=O)C2CC2)C2CC2)C1=O)c1ccc(Cl)cc1)c1cccc(Cl)c1
4GQ6_A_2_B,CNC(=O)O[C@H]1CCC[C@@H]1C(C#N)(C1CCN(CC2CN(C2)c2ccc(cc2)S(=O)(=O)c2nn(C)cc2Br)CC1)c1ccccc1
2XA0_A_2_B,CN(C)CCCNc1ccc(cc1[N+]([O-])=O)S(=O)(=O)NC(=O)c1ccc(cc1Oc1ccccc1Cl)N1CCN(Cc2ccccc2-c2ccc(Cl)cc2)CC1
3D9T_A_2_B,CN[C@@H](C)C(=O)N[C@H]1CCCC[C@H]2CC[C@H](N2C1=O)C(=O)N[C@H](c1cn(CCOCCCCOCCn2cc(nn2)[C@@H](NC(=O)[C@@H]2CC[C@@H]3CCCC[C@H](NC(=O)[C@H](C)NC)C(=O)N23)c2ccccc2)nn1)c1ccccc1
3DAB_A_2_B,C[C@]1(CC(O)=O)C[C@@H]([C@H](N([C@H](CN(c2ccccc2)S(C)(=O)=O)C2CC2)C1=O)c1ccc(Cl)cc1)c1cccc(Cl)c1
2XA0_A_2_B,[O-][N+](=O)c1cc(ccc1NCC1CCOCC1)S(=O)(=O)NC(=O)c1ccc(cc1Oc1cccc(Cl)c1)N1CCN(Cc2ccccc2-c2ccc(Cl)cc2)CC1
1YCR_A_2_B,C[C@@H](Nc1nc(nc2nc(N3CCCC(C)(C)C3)n(Cc3ccc(cc3)C(F)(F)F)c12)C(O)=O)C1CCC1
3DAB_A_2_B,C[C@]1(CC(O)=O)C[C@@H]([C@H](N([C@H](CN(Cc2cccs2)S(C)(=O)=O)C2CC2)C1=O)c1ccc(Cl)cc1)c1cccc(Cl)c1
3DAB_A_2_B,COc1cccc(CN(C[C@H](C2CC2)N2[C@@H]([C@H](C[C@](C)(CC(O)=O)C2=O)c2cccc(Cl)c2)c2ccc(Cl)cc2)S(C)(=O)=O)c1
2XA0_A_2_B,[O-][N+](=O)c1cc(ccc1NCC1CCOCC1)S(=O)(=O)NC(=O)c1ccc(cc1Oc1ccccc1Cl)N1CCN(Cc2ccccc2-c2ccc(Cl)cc2)CC1
3D9T_A_2_B,CN[C@@H](C)C(=O)N[C@@H](C1CCCCC1)C(=O)N1C[C@@H]2C[C@H]1C(=O)N[C@@H](Cc1ccc3ccccc3c1)C(=O)N[C@@H](Cc1ccc(OCc3cn(nn3)[C@H]3C[C@H](N(C3)C(=O)[C@@H](NC(=O)[C@H](C)NC)C3CCCCC3)C(=O)N[C@@H](Cc3ccc4ccccc4c3)C(=O)N[C@@H](Cc3ccc(OCc4cn2nn4)cc3)C(O)=O)cc1)C(O)=O
2XA0_A_2_B,CC(C)(C)OC(=O)Nc1cccc(Oc2cc(ccc2C(=O)NS(=O)(=O)c2ccc(NCC3CCOCC3)c(c2)[N+]([O-])=O)N2CCN(Cc3ccccc3-c3ccc(Cl)cc3)CC2)c1
2XA0_A_2_B,[O-][N+](=O)c1cc(ccc1NCCCN1CCOCC1)S(=O)(=O)NC(=O)c1ccc(cc1Oc1cccc(c1)-c1ccncc1)N1CCN(Cc2ccccc2-c2ccc(Cl)cc2)CC1
2XA0_A_2_B,CN(C)CCc1ccccc1Oc1cc(ccc1C(=O)NS(=O)(=O)c1ccc(NCC2CCOCC2)c(c1)[N+]([O-])=O)N1CCN(Cc2ccccc2-c2ccc(Cl)cc2)CC1
2XA0_A_2_B,[O-][N+](=O)c1cc(ccc1NCC1CCOCC1)S(=O)(=O)NC(=O)c1ccc(cc1Oc1ccc2[nH]ccc2c1)N1CCN(Cc2ccccc2-c2ccc(Cl)cc2)CC1
3WN7_A_2_L,CCn1nnc2c(C)c(ccc12)[C@@H]([C@H](C)C(O)=O)c1ccc2CCN(Cc2c1)C(=O)c1c(C)c(C)cc(C)c1C
2XA0_A_2_B,[O-][N+](=O)c1cc(ccc1NCC1CCOCC1)S(=O)(=O)NC(=O)c1ccc(cc1Oc1cccc(c1)N1CCOCC1)N1CCN(Cc2ccccc2-c2ccc(Cl)cc2)CC1
1YCR_A_2_B,C[C@@H](Nc1nc(nc2nc(CN(C)C3CCCCC3)n(Cc3ccc(cc3)C(F)(F)F)c12)C(O)=O)C1CCC1
3D9T_A_2_B,CN[C@@H](C)C(=O)N[C@H]1CCCC[C@H]2CC[C@H](N2C1=O)C(=O)N[C@H](c1cn(CCCCNC(=O)NCCCCn2cc(nn2)[C@@H](NC(=O)[C@@H]2CC[C@@H]3CCCC[C@H](NC(=O)[C@H](C)NC)C(=O)N23)c2ccccc2)nn1)c1ccccc1
2XA0_A_2_B,CN(C)CCCNc1ccc(cc1[N+]([O-])=O)S(=O)(=O)NC(=O)c1ccc(cc1Oc1cccc2cnccc12)N1CCN(Cc2ccccc2-c2ccc(Cl)cc2)CC1
2E3K_A_2_Q,Cc1noc(C)c1-c1cc(-c2c(C)ccc3ncccc23)c2[nH]c(nc2c1)C1CC1
1YCR_A_2_B,C[C@@H](Nc1nc(nc2nc(N3CCCC4CCCCC34)n(C[C@H]3CC[C@H](C)CC3)c12)C(O)=O)C1CCC1
2XA0_A_2_B,CCc1c(c(c(C(O)=O)n1C)-c1cccc(c1)N1CCN(CC1)c1ccc(NS(=O)(=O)c2ccc(N[C@H](CCN(C)C)CSc3ccccc3)c(c2)[N+]([O-])=O)cc1)-c1ccc(Cl)cc1
2E3K_A_2_Q,Cc1noc(C)c1-c1cc(-c2c(C)ccc3ncccc23)c2[nH]c(nc2c1)C1CC1
2XA0_A_2_B,CN(C)CCCNc1ccc(cc1[N+]([O-])=O)S(=O)(=O)NC(=O)c1ccc(cc1Oc1cccc(CO)c1)N1CCN(Cc2ccccc2-c2ccc(Cl)cc2)CC1
2XA0_A_2_B,CNC(=O)c1c(c(cn1C)-c1ccc(Cl)cc1)-c1cccc(c1)N1CCN(CC1)c1ccc(NS(=O)(=O)c2ccc(N[C@H](CCN(C)C)CSc3ccccc3)c(c2)[N+]([O-])=O)cc1
2XA0_A_2_B,[O-][N+](=O)c1cc(ccc1NCC1CCOCC1)S(=O)(=O)NC(=O)c1ccc(cc1Oc1cccc(c1)C#N)N1CCN(Cc2ccccc2-c2ccc(Cl)cc2)CC1
2XA0_A_2_B,CN(C)Cc1ccccc1Oc1cc(ccc1C(=O)NS(=O)(=O)c1ccc(NCC2CCOCC2)c(c1)[N+]([O-])=O)N1CCN(Cc2ccccc2-c2ccc(Cl)cc2)CC1
2XA0_A_2_B,CCc1c(c(c(C(O)=O)n1C)-c1cccc(c1)N1CCN(CC1)c1ccc(NS(=O)(=O)c2ccc(N[C@H](CCN(C)C)CSc3ccccc3)c(c2)[N+]([O-])=O)cc1)-c1ccc(Cl)cc1
1YCR_A_2_B,CC(C)(O)c1ccc2c(c1)C(=O)N(Cc1ccc(Cl)cc1C(O)=O)[C@@]2(OCC1(CO)CC1)c1ccc(Cl)cc1
3UVW_A_2_B,Cn1cc(-c2cc(cnc2NCC2CC2)S(N)(=O)=O)c2cc[nH]c2c1=O
2XA0_A_2_B,CN(C)C(=O)c1ccccc1Oc1cc(ccc1C(=O)NS(=O)(=O)c1ccc(NCC2CCOCC2)c(c1)[N+]([O-])=O)N1CCN(Cc2ccccc2-c2ccc(Cl)cc2)CC1
2XA0_A_2_B,[O-][N+](=O)c1cc(ccc1NCC1CCOCC1)S(=O)(=O)NC(=O)c1ccc(cc1Oc1ccc2[nH]ccc2c1)N1CCN(Cc2ccccc2-c2ccc(Cl)cc2)CC1
2XA0_A_2_B,CN(C)C(=O)COc1cccc(Oc2cc(ccc2C(=O)NS(=O)(=O)c2ccc(NCC3CCOCC3)c(c2)[N+]([O-])=O)N2CCN(Cc3ccccc3-c3ccc(Cl)cc3)CC2)c1
2XA0_A_2_B,COc1cccc(Oc2cc(ccc2C(=O)NS(=O)(=O)c2ccc(NCC3CCOCC3)c(c2)[N+]([O-])=O)N2CCN(Cc3ccccc3-c3ccc(Cl)cc3)CC2)c1
3D9T_A_2_B,CN[C@@H](C)C(=O)N[C@H]1CCCC[C@H]2CC[C@H](N2C1=O)C(=O)N[C@H](c1cn(CCOCCCCOCCn2cc(nn2)[C@@H](NC(=O)[C@@H]2CC[C@@H]3CCCC[C@H](NC(=O)[C@H](C)NC)C(=O)N23)c2ccccc2)nn1)c1ccccc1
3D9T_A_2_B,CN[C@@H](C)C(=O)N[C@H]1CCCC[C@H]2CC[C@H](N2C1=O)C(=O)N[C@H](c1cn(CCCCNC(=O)NCCCCn2cc(nn2)[C@@H](NC(=O)[C@@H]2CC[C@@H]3CCCC[C@H](NC(=O)[C@H](C)NC)C(=O)N23)c2ccccc2)nn1)c1ccccc1
2XA0_A_2_B,[O-][N+](=O)c1cc(ccc1NCC1CCOCC1)S(=O)(=O)NC(=O)c1ccc(cc1Oc1ccc2[nH]ccc2c1)N1CCN(Cc2ccccc2-c2ccc(Cl)cc2)CC1
3D9T_A_2_B,CN[C@@H](C)C(=O)N[C@H]1CCCC[C@H]2CC[C@H](N2C1=O)C(=O)N[C@H](c1cn(CCCCNC(=O)NCCCCn2cc(nn2)[C@@H](NC(=O)[C@@H]2CC[C@@H]3CCCC[C@H](NC(=O)[C@H](C)NC)C(=O)N23)c2ccccc2)nn1)c1ccccc1
3WN7_A_2_B,CCn1nnc2c(C)c(ccc12)[C@@H]([C@H](C)C(O)=O)c1ccc2CCN(Cc2c1)C(=O)c1c(C)c(C)cc(C)c1C
3UVW_A_2_B,Cn1cc(-c2cc(cnc2NC2CCCCC2)S(N)(=O)=O)c2cc[nH]c2c1=O
3UVW_A_2_B,CNS(=O)(=O)c1cnc(NC2CCCCC2)c(c1)-c1cn(C)c(=O)c2[nH]ccc12
3D9T_A_2_B,CN[C@@H](C)C(=O)N[C@H]1CCCC[C@H]2CC[C@H](N2C1=O)C(=O)N[C@H](c1cn(CCOCCOCCOCCn2cc(nn2)[C@@H](NC(=O)[C@@H]2CC[C@@H]3CCCC[C@H](NC(=O)[C@H](C)NC)C(=O)N23)c2ccccc2)nn1)c1ccccc1
3D9T_A_2_B,CN[C@@H](C)C(=O)N[C@H]1CCCC[C@H]2CC[C@H](N2C1=O)C(=O)N[C@H](c1cn(CCOCCCCOCCn2cc(nn2)[C@@H](NC(=O)[C@@H]2CC[C@@H]3CCCC[C@H](NC(=O)[C@H](C)NC)C(=O)N23)c2ccccc2)nn1)c1ccccc1
3WN7_A_2_L,CCn1nnc2c(C)c(ccc12)[C@@H]([C@@H](C)C(O)=O)c1ccc2CCN(Cc2c1)C(=O)c1c(C)c(C)cc(C)c1C
3WN7_A_2_B,CCn1nnc2c(C)c(ccc12)[C@@H]([C@@H](C)C(O)=O)c1ccc2CCN(Cc2c1)C(=O)c1c(C)c(C)cc(C)c1C
3UVW_A_2_B,CCS(=O)(=O)Nc1cnc2Oc3ccc(Cl)cc3CCCCOc3cc(=O)n(C)cc3-c2c1
1YCR_A_2_B,C[C@@H](Nc1nc(nc2nc(N3CCCCC3C3CCCCC3)n(C[C@H]3CC[C@H](C)CC3)c12)C(O)=O)C1CCC1
2XA0_A_2_B,[O-][N+](=O)c1cc(ccc1NCC1CCOCC1)S(=O)(=O)NC(=O)c1ccc(cc1Oc1cccc2ccccc12)N1CCN(Cc2ccccc2-c2ccc(Cl)cc2)CC1
2XA0_A_2_B,[O-][N+](=O)c1cc(ccc1NCCCN1CCOCC1)S(=O)(=O)NC(=O)c1ccc(cc1Oc1ccc2ccccc2c1)N1CCN(Cc2ccccc2-c2ccc(Cl)cc2)CC1
3D9T_A_2_B,CN[C@@H](C)C(=O)N[C@H]1CCCC[C@H]2CC[C@H](N2C1=O)C(=O)N[C@H](c1cn(CCCCNC(=O)NCCCCn2cc(nn2)[C@@H](NC(=O)[C@@H]2CC[C@@H]3CCCC[C@H](NC(=O)[C@H](C)NC)C(=O)N23)c2ccccc2)nn1)c1ccccc1
3D9T_A_2_B,CN[C@@H](C)C(=O)N[C@H]1CCCC[C@H]2CC[C@H](N2C1=O)C(=O)N[C@H](c1cn(CCOCCOCCOCCn2cc(nn2)[C@@H](NC(=O)[C@@H]2CC[C@@H]3CCCC[C@H](NC(=O)[C@H](C)NC)C(=O)N23)c2ccccc2)nn1)c1ccccc1
3D9T_A_2_B,CN[C@@H](C)C(=O)N[C@H]1CCCC[C@H]2CC[C@H](N2C1=O)C(=O)N[C@H](c1cn(CCOCCCCOCCn2cc(nn2)[C@@H](NC(=O)[C@@H]2CC[C@@H]3CCCC[C@H](NC(=O)[C@H](C)NC)C(=O)N23)c2ccccc2)nn1)c1ccccc1
2XA0_A_2_B,CN(C)Cc1ccccc1Oc1cc(ccc1C(=O)NS(=O)(=O)c1ccc(NCC2CCOCC2)c(c1)[N+]([O-])=O)N1CCN(Cc2ccccc2-c2ccc(Cl)cc2)CC1
1YCR_A_2_B,C[C@@H](Nc1nc(nc2nc(N(C)C3CCCCC3)n(Cc3ccc(cc3)C(F)(F)F)c12)C(O)=O)C1CCC1
3D9T_A_2_C,CN[C@@H](C)C(=O)N[C@H](C(=O)N1CC[C@@H]2[C@H]1C(=O)N[C@@H](Cc1ccc3ccccc3c1)C(=O)N[C@H](Cc1ccc(OCc3cn(nn3)[C@@H]3CCN([C@@H]3C(=O)N[C@@H](Cc3ccc4ccccc4c3)C(=O)N[C@@H](Cc3ccc(OCc4cn2nn4)cc3)c2nc(=S)o[nH]2)C(=O)[C@@H](NC(=O)[C@H](C)NC)C(C)(C)C)cc1)C(O)=O)C(C)(C)C
2E3K_A_2_B,Cc1noc(C)c1-c1cc(-c2c(C)ccc3ncccc23)c2[nH]c(nc2c1)C1CC1
1YCQ_A_2_B,CNC(=O)[C@@](C)(O)c1ccc2c(c1)C(=O)N(Cc1ccc(Cl)cc1)[C@@]2(OCC1(CO)CC1)c1ccc(Cl)cc1
3D9T_A_2_D,CN[C@@H](C)C(=O)N[C@H]1CCCC[C@H]2CC[C@H](N2C1=O)C(=O)N[C@H](c1cn(CCOCCCCOCCn2cc(nn2)[C@@H](NC(=O)[C@@H]2CC[C@@H]3CCCC[C@H](NC(=O)[C@H](C)NC)C(=O)N23)c2ccccc2)nn1)c1ccccc1
2E3K_A_2_B,Cc1noc(C)c1-c1cc(-c2c(C)ccc3ncccc23)c2[nH]c(nc2c1)C1CC1
2E3K_A_2_B,Cc1noc(C)c1-c1cc(-c2c(C)ccc3ncccc23)c2[nH]c(nc2c1)C1CC1
3D9T_A_2_D,CN[C@@H](C)C(=O)N[C@H]1CCCC[C@H]2CC[C@H](N2C1=O)C(=O)N[C@H](c1cn(CCCCNC(=O)NCCCCn2cc(nn2)[C@@H](NC(=O)[C@@H]2CC[C@@H]3CCCC[C@H](NC(=O)[C@H](C)NC)C(=O)N23)c2ccccc2)nn1)c1ccccc1
3D9T_A_2_C,CN[C@@H](C)C(=O)N[C@H](C(=O)N1CC[C@@H]2[C@H]1C(=O)N[C@@H](Cc1ccc3ccccc3c1)C(=O)N[C@@H](Cc1ccc(OCc3cn(nn3)[C@@H]3CCN([C@@H]3C(=O)N[C@@H](Cc3ccc4ccccc4c3)C(=O)N[C@@H](Cc3ccc(OCc4cn2nn4)cc3)c2nc(=S)o[nH]2)C(=O)[C@@H](NC(=O)[C@H](C)NC)C(C)(C)C)cc1)C(O)=O)C(C)(C)C
2XA0_A_2_B,CN(C)CCOc1ccc(c(CN2CCN(CC2)c2ccc(C(=O)NS(=O)(=O)c3ccc(NCCCN4CCCC4)c(c3)[N+]([O-])=O)c(Oc3ccccc3)c2)c1)-c1ccc(Cl)cc1
3D9T_A_2_C,CN[C@@H](C)C(=O)N[C@H](C(=O)N1CC[C@@H]2[C@H]1C(=O)N[C@@H](Cc1ccc3ccccc3c1)C(=O)N[C@H](Cc1ccc(OCc3cn(nn3)[C@@H]3CCN([C@@H]3C(=O)N[C@@H](Cc3ccc4ccccc4c3)C(=O)N[C@@H](Cc3ccc(OCc4cn2nn4)cc3)c2nc(=O)o[nH]2)C(=O)[C@@H](NC(=O)[C@H](C)NC)C(C)(C)C)cc1)C(O)=O)C(C)(C)C
